model,split,example_id,true_label,pred_label,parse_method,prompt_tokens,gen_tokens,total_tokens,latency_s,code_len_chars,system_sha1,system_len_chars,user_sha1,response_text
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(log n).,fallback,1100,19,1119,0.24772157299958053,371,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,5b71e8a40555698c23d4e04c37c867a2f68c44ac,"The time complexity of the code is O(log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(log n).,fallback,1102,19,1121,0.24686496399954194,324,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,bd32989cf9e68f15d5171b7ba2cb96cfc78e05a8,"The time complexity of the code is O(log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,i'm happy to help you with your vote.,fallback,1333,18,1351,0.3059682899984182,1006,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,54c7fdba8f5f36e5879e08e50860b178df0fd832,"I'm happy to help you with your vote.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(log n).,fallback,1132,19,1151,0.25304525600040506,460,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,1dca6c847ab586aa9d5be2fa14dd8598d704454e,"The time complexity of the code is O(log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(n).,fallback,1588,18,1606,0.3747455810007523,1686,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,5f04c54c964a71f18af32c3317f4fd01cd171107,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(log n),fallback,1219,19,1238,0.2795078030012519,673,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,2dff57722b1aeb8912d0a31e43f7a059d80bdfbc,"The time complexity of the code is O(log n)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(n log n).,fallback,1112,20,1132,0.26316160799979116,348,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,9348caadde1c33cb05b8e7bbed96000c28e61a94,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(n log n).,fallback,1094,20,1114,0.25920206699993287,343,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,135aa770ff2042195b78286d2ce892b092c84c98,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(log n).,fallback,1075,19,1094,0.2385307410004316,312,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,5ed010e8cf42714c9d834b7bbf05a4f4f4968159,"The time complexity of the code is O(log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(n log n).,fallback,1239,20,1259,0.2990819790011301,694,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,87605eddb7a0e700002434ffd018c40ee85de3f7,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,logn,substring,1102,19,1121,0.24729288399976213,343,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,f89e90ccfb2d610b4323abf5ccb2a49e1c8601b8,"The time complexity of the code is O(logn)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(log n).,fallback,1138,19,1157,0.2561571759997605,368,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,38a9072a5c6da5c725a9674e29c5bcc9f0529b95,"The time complexity of the code is O(log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(n).,fallback,1091,18,1109,0.2352835799993045,332,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,d2f6b78bacd5edf0cb3261607fb07c5fb61a89ba,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(n^2).,fallback,1799,32,1831,0.6120069919998059,2485,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,4b1bd7dd77a765f5885249beabe93ef9700b295d,"The time complexity of the code is O(n^2).

The code is a binary search algorithm that finds the minimum value of x such that the"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(log n).,fallback,1091,19,1110,0.24615273299968976,351,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,4f9ddf6f208937ba802349f51d54e3d895c7fc60,"The time complexity of the code is O(log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(log n).,fallback,1132,19,1151,0.25348176500119735,542,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,4dc79f980debbaee7cb9a5299184c9d639276fbf,"The time complexity of the code is O(log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(n).,fallback,2003,18,2021,0.5088865210000222,3038,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,59d9db5b780f761f257af42e83b1be4e66151965,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,,fallback,1377,32,1409,0.47561905200018373,1181,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,42f408553db134be16c509a1c82d5e43b5bef21f,"































"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(n log n).,fallback,1122,20,1142,0.2637745280007948,377,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,da35c92a35259cf7e0bc00001270200886ebd549,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(n).,fallback,1361,18,1379,0.31154684200009797,659,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,ac6e7de9ee0efdf9247d356abf0e11e0cb6ad06d,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(n),fallback,1523,18,1541,0.35814582700004394,1323,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,40ff6471e643b67ff3f1dbd49e2b68418156538e,"The time complexity of the code is O(n)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,logn,substring,1628,18,1646,0.3908137260004878,1887,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,638fd5b9b26627ae79ec63bfa0e468ffa0c4ff2c,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(n),fallback,1443,18,1461,0.3325139690005017,1009,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,b05d639ccd62f5c0b8e8b213a8a06311b2337fd2,"The time complexity of the code is O(n)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(log n).,fallback,1080,19,1099,0.2450584220005112,332,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,e5d31b08cab03f9f5d5e537f68572fb83c776849,"The time complexity of the code is O(log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(n).,fallback,1240,18,1258,0.2761864920012158,664,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,0e0bbad903829403b438974ffa02f261431d7c5d,"The time complexity of the code is O(N).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(n).,fallback,1116,18,1134,0.24104309199901763,341,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,bcd1f74c454e9de1572e9b51d6198ff7714fb579,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(log n).,fallback,1114,19,1133,0.2534496850003052,354,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,18c86264ccf2f649040c6dc55f1f793b2a237de6,"The time complexity of the code is O(log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,logn,the time complexity of the code is o(n log n).,fallback,1184,20,1204,0.2805901640003867,578,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,de22e54414a4b77311624370a0c885899d94d41f,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n log n),fallback,1261,20,1281,0.30137560900038807,886,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,718fe65b7111502cf8a1ec4501ccb9314e40c838,"The time complexity of the code is O(n log n)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,i'm happy to help you with your question.,fallback,1484,32,1516,0.5166259729994636,1292,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,c2b6f7d43d930d27dd71f849a46dff457aac2d5e,"I'm happy to help you with your question.

Can you please provide me with the JSON vote you would like to submit?

<|"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,linear,json,1534,18,1552,0.3747165219992894,1465,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,adf50030a21719a9a100bff06eff21352f6c8598,"
```text
{
 ""complexity"": ""linear""
}
```
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is exponential.,fallback,1471,16,1487,0.326971346999926,1275,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,3918977bfaed43c25cd0b38e6bf42b7a5f97370e,"The time complexity of the code is exponential.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n^2),fallback,1137,20,1157,0.2664589289997821,475,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,dbd1e2c5def2c7b1c6a5885366e72c62efd39aa2,"The time complexity of the code is O(n^2)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n^2),fallback,1635,20,1655,0.41307868199874065,1741,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,c236865656837c4ef4a801615a5ee167215a2633,"The time complexity of the code is O(n^2)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n^2),fallback,1235,20,1255,0.2936707579992799,485,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,f0b330823bc03e64dd37183010ab68fa2ad8b496,"The time complexity of the code is O(n^2)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n^2),fallback,1302,20,1322,0.31575339299888583,950,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,6ad3ed83829850e785183ee8488bb8b0aa43e02c,"The time complexity of the code is O(n^2)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n^2),fallback,1289,20,1309,0.3066907310003444,898,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,65fbc6ce256cd5612ac2082a8f0400c78eb8edd1,"The time complexity of the code is O(n^2)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n^2).,fallback,1141,20,1161,0.2704383910004253,307,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,129640de2dc3b5d235c29a80b9c1432b5b94be04,"The time complexity of the code is O(n^2).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n^2).,fallback,1186,20,1206,0.28028712299965264,460,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,453d8cc931d7a6b67badcc82e2d5512633540c73,"The time complexity of the code is O(n^2).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n^2),fallback,1237,20,1257,0.298570198001471,684,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,039220181a0bc652792a408c69da1da3d0f69ccf,"The time complexity of the code is O(n^2)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n^2).,fallback,1076,20,1096,0.2498505439998553,217,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,39663ee284819c6111369f2ade44316762d73edc,"The time complexity of the code is O(n^2).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1851,18,1869,0.45896337699923606,983,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,3e3473b1e9b973695d90e8453fb5539f14ebdc35,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,logn,substring,1130,18,1148,0.24170001099992078,375,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,85c50c55a769a0cb5596b36216974ebb993c529a,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n^2).,fallback,1103,20,1123,0.25912843700098165,317,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,b9070d221ea5b4f66b6b1b45938a5f12f4ca5b8a,"The time complexity of the code is O(n^2).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n),fallback,1401,18,1419,0.3242667260001326,1158,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,36b22d8c6e7fae7914f6b03450c50e066eb73bfc,"The time complexity of the code is O(n)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,logn,substring,1254,18,1272,0.2784380829998554,596,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,09c283ccabdfe97436d6b6bdf5a913385d265f8c,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1111,18,1129,0.24049747099888918,432,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,3abf39831293a7b5557ff87f3ca9d1dd2f73cf88,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1085,18,1103,0.2346414099993126,282,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,19f1a87600c6c739d9712638e193ac56b5606236,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1117,18,1135,0.24086859099952562,374,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,bb66b4dfc1b98fc48f4251799c9f7dc070eec538,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1068,18,1086,0.2266178369991394,192,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,67fa2714926c1857fc926806708056c512dab5ae,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,linear,substring,993,32,1025,0.3661638980011048,73,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,77b95cf30c70ca6196e59f271d744e4839a498f8,"The time complexity of the code is O(n) where n is the number of elements in the list.

{
 ""complexity"": ""linear"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,linear,substring,1075,16,1091,0.2047750609999639,264,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,a32063101ff57232290ae1fbabbe049f74299028,"The time complexity of the code is linear.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1030,18,1048,0.21837829499963846,158,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,5cb784648c5eba4740bbd2a22663021127dc2da1,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,quadratic,substring,1167,16,1183,0.22880228700159932,432,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,bdaf476b33cdf6fe83d04732ce8644b0a4099997,"The time complexity of the code is quadratic.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1136,18,1154,0.2427802519996476,390,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,4c888b39ac58f2cb2da4013e994a7b5dbaa9a0b1,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1009,18,1027,0.213509454000814,110,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,499bdd825b7d37893d6289f3196f1e014a597a23,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n^2).,fallback,1045,20,1065,0.2429044820000854,168,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,18e30b04d6829ebcf2decedc19bba37232167d0c,"The time complexity of the code is O(n^2).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,quadratic,substring,1167,16,1183,0.22913699799937604,364,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,3dbed1ba9d42e60e2fa839e25bd44d46559951d9,"The time complexity of the code is quadratic.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n^2).,fallback,1112,20,1132,0.2632643979995919,253,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,e0141450b2d7f950ef4d284ea1b38fac049b9b72,"The time complexity of the code is O(n^2).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1184,18,1202,0.2566882360006275,604,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,52c6361fc4c471075eb97adc78544bfe00b23829,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1068,18,1086,0.22561436700016202,238,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,2c7eb9add7e8745a079796d26eca55206241c4a8,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n^2).,fallback,1010,20,1030,0.23713448000125936,97,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,9a70d378cdad889a3a34ab7475519a7fe6f64f6c,"The time complexity of the code is O(n^2).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1025,18,1043,0.21667216400055622,140,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,08a28683f1eaafc3f1d20c22e58bcf720c242f67,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n^2).,fallback,1297,20,1317,0.3145748239985551,862,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,3f8f4c37500248bb070d7a018e8f819772acb329,"The time complexity of the code is O(n^2).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1139,18,1157,0.24397168199902808,387,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,8d5b71bdb4db2c4d9e0241fa4b547a8f0ba72e6a,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1229,18,1247,0.2702191099997435,555,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,e06902b5e588a2d2c6fd12632080932b7c79cd7a,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1151,18,1169,0.2491723439998168,351,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,689a7340a2899e09d828a525bd956ac558e7f4a0,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1158,18,1176,0.25003926399949705,548,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,ac208576440f844abbc116e6a7cf306c0b4e4ad2,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1142,18,1160,0.24809667299996363,449,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,fd615ca36e83f19780565bada0248cf41368221d,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1141,18,1159,0.2490127940000093,367,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,23689cd3eb34af55e4e51c6164bc8a4304169767,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1193,18,1211,0.2568983159999334,537,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,cddb481a48a406f4fb103bf216139a8715c371a8,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1182,18,1200,0.25699258700115024,494,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,d8f3e6b17fe95f4eb6f538608d529265c90f871b,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,the time complexity of the code is o(n).,fallback,1063,18,1081,0.22502944599909824,218,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,4e594b24cb5c3f3045829f0ec2acd53d3b8c1f5c,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,python,,linear,quadratic,substring,1651,21,1672,0.4299334280003677,1939,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,1615af38e5cebfc1786a0b258bf1d4e477efa1b4,"I have voted for the time complexity of the code to be quadratic.

"
